UserId,Gender,ReviewText,Predicted,PredictedNumeric
2,0,"Prompt: Do you prefer mornings or evenings, and why? ive, worked for a few years in the news business, and now am interested in, the news, television and radio news. Very much so, although I was working for a few years in the news business for entertainment",Female,0
1,1,"Prompt: Do you prefer mornings or evenings, and why? ers, just about everything I want to talk about. from music and all that to, exercise and, just general, to just be entertained and, enjoy it very much. from music and all that kind of",Male,1
2,0,"Prompt: Do you prefer mornings or evenings, and why? erynically, I don't like to do that much more than once a week, because I have to get up early in the morning to get up work. Because I have to get up, around two in the",Female,0
1,1,"Prompt: Do you prefer mornings or evenings, and why? ers, that's a good question, I guess I would like to answer it, because, I've been to, several different places to do it at work and I've always done it during the day, although",Male,1
2,0,"Prompt: Do you prefer mornings or evenings, and why? ersatz because it's not as long as it used to be, and I like to spend the time with my kids more than anything else when I have time with them. And also because my children are getting older",Male,1
1,1,"Prompt: What’s your favorite season of the year? ive had them all year now, so far this year, I guess. I'm not a real hunter, although I have been occasional hunter in my life, probably a little bit in the past myself, have had",Female,0
2,0,"Prompt: What’s your favorite season of the year? ive seen a lot of, teams that have come out this year have been playing, I'm kind of, a little bit swayed by the N F L season, with all the guys on the team. the",Female,0
1,1,"Prompt: What’s your favorite season of the year? ive only seen them once this year so far, I guess it was last year or the year before that, when they were playing New Orleans and they won, against the Saints. I'm like, I didn",Female,0
2,0,"Prompt: What’s your favorite season of the year? ive watched it this last year. It was on Sunday nights, I guess, maybe a week and a half ago, I guess. But, I've never been on a Sunday night, ever since I was a",Female,0
1,1,"Prompt: What’s your favorite season of the year? ive had three different seasons in the last, eight years, I guess.season to season, that have been, really enjoyable to watch.season to season.season to season. season to season, too, really",Female,0
2,0,"Prompt: What’s your favorite season of the year? ive had my eye on the Giants for a long time now, though. I'm not that excited about it, because, I don't know if I've ever seen one or not. I have a feeling that",Male,1
1,1,"Prompt: What’s your favorite season of the year? ive only seen once this year, in Spring, when he was playing for U T down in Miami. He's played all four years this year, so far this year, so far this year. And he's",Male,1
2,0,"Prompt: What’s your favorite season of the year? ersions, potatoes, crawfish, crawfish, crawfish, crawfish, and fish that I don't like to eat, I guess because it makes it hard for me to keep my appetite up over the",Female,0
1,1,"Prompt: What’s your favorite season of the year? iced cold weather down here a couple of days ago? No, . I'm kind of into it now because, I've been out here twenty, thirty, forty, fifty, sixty",Female,0
2,0,"Prompt: What’s your favorite season of the year? ive been watching football for about a week now just to watch the game and then decide what to watch next week and stuff like that, but never really picked a team that I thought I'd like to watch very much",Male,1
1,1,"Prompt: Are you a coffee or tea person? iced coffee or something for breakfast on a plate or something like that? I have a, two liter Coke or something like that, a, liter soda pop or something like that. a coffee or tea bag or something like that",Male,1
2,0,"Prompt: Are you a coffee or tea person? erythm, or am I a,? a tea person? a tea drinker? a tea user? a tea user or something like that? a tea drinking person? a",Male,1
1,1,Prompt: Are you a coffee or tea person? iced coffee and tea and coffee and coffee and coffee and tea and coffee and tea and coffee and tea and coffee and coffee and coffee and coffee and tea and coffee and tea and coffee and tea and coffee and tea and tea and coffee,Male,1
2,0,"Prompt: Are you a coffee or tea person? erythmia is scary too, is that you get very ill, and then you have to go to the emergency room and have your fever checked out on the person's side of the body, which is scary. Because if you",Female,0
1,1,Prompt: Are you a coffee or tea person? iced coffee and tea and coffee and tea together and coffee and tea and coffee and coffee and tea together and coffee and tea together and coffee and tea and coffee and coffee and tea together and coffee and tea together and coffee and tea and,Male,1
2,0,"Prompt: Are you a coffee or tea person? erythma, uh huh. I'm not a, tea person or anything like that, though, but, I am a fairly active member of the community here in Dallas area where I am doing",Female,0
1,1,"Prompt: Are you a coffee or tea person? ers, I like to listen to, jazz and heavy metal too because, I like the heavy metal stuff, which I don't like very much anymore. I've got some classical music that I like that I like to listen",Male,1
2,0,"Prompt: Are you a coffee or tea person? erythus is the first, I'm not sure what the name is of it or what they're called, but, I'm glad they're doing good here. All the, good old things, I",Male,1
1,1,"Prompt: Are you a coffee or tea person? iced coffee and tea with coffee and tea and coffee and coffee, coffee and tea and, tea and coffee and coffee, and coffee and tea and coffee and tea and coffee, and coffee and tea and coffee and coffee. that",Male,1
2,0,"Prompt: Are you a coffee or tea person? eryth, a lot of, I don't know, tea, or coffee, but, tea and coffee and breakfast and lunch and breakfast and breakfast and supper and breakfast and supper and breakfast and breakfast and supper and breakfast and supper",Male,1
1,1,"Prompt: What’s a small thing that made you happy recently? iced coffee and tea and biscuits and gravy and gravy and all that kind of stuff. And, kind of, go out and just kind of eat and just go to lunch because it was nice and not feel",Female,0
2,0,Prompt: What’s a small thing that made you happy recently? ive been trying to think for a long time and figure out what I was going to do with it this week to try to get it to where I could do it by the end of the week and make,Male,1
1,1,"Prompt: What’s a small thing that made you happy recently? iced coffee and tea and biscuits and biscuits and sweets and coffee and coffee and tea and biscuits and tea and biscuits and sweets and, just, just to be entertained and, just take the time to, take",Female,0
2,0,"Prompt: What’s a small thing that made you happy recently? ive had a baby, a little boy three years ago, which really made me happy because, I really haven't had a baby since then, have I? . Which I guess has been because I",Male,1
1,1,"Prompt: What’s a small thing that made you happy recently? ive had that for, about five or six years now, I think. Just recently, in the last couple of months, I've gotten a whole lot better at getting out and doing stuff without the computer",Male,1
2,0,"Prompt: What’s a small thing that made you happy recently? ive, read a lot of about it lately because I was on the phone with someone yesterday about it, about the weather here and the weather there and just got some ideas on what to look for, what",Male,1
1,1,"Prompt: What’s a small thing that made you happy recently? huh. I'm a student right now at Indiana University in Indianapolis, Indiana, a professor there? a professor there, on the faculty of master's? a professor there in",Male,1
2,0,"Prompt: What’s a small thing that made you happy recently? urs, I think I've had about four or five different calls and, of course, just generally wanted to give my opinions on the subject, although the phone calls have been kind of overwhelming because I haven",Male,1
1,1,"Prompt: What’s a small thing that made you happy recently? ive been going through it a few times now, and feel that it's something that's worthwhile to contribute to a year of. kind of like a vacation, is it? , is one",Female,0
2,0,"Prompt: What’s a small thing that made you happy recently? ive been to Europe once, where they've had a lot of wonderful experiences with the people they've brought to this country. And, to some of the smaller countries where, it's been a lot of",Male,1
1,1,"Prompt: What’s your favorite thing about your hometown? ers, Chicago Bulls? I think it's kind of, Chicago Bulls right now, I guess, Chicago Bulls. Chicago Bulls . I know they're just starting to sort of, move in, the direction",Male,1
2,0,"Prompt: What’s your favorite thing about your hometown? ive lived in Dallas for almost ten years now, I guess I've been in Austin about three years now. Because, it's almost like I've lived here forever. Which is, about ten years now, I",Male,1
1,1,"Prompt: What’s your favorite thing about your hometown? ive lived in, Baltimore County, Texas for twenty eight years and have always been in the south somewhere, but have never been to a baseball game in Dallas since I was in high school, and was home for my",Female,0
2,0,"Prompt: What’s your favorite thing about your hometown? iced cream is my favorite, I guess because it's, it's real pretty and has a lot of different decorations and things to it, too, I guess, that are based in the city",Female,0
1,1,"Prompt: What’s your favorite thing about your hometown? , I guess I'd like to say Dallas area, though. a good way to start getting in is by the university system itself. Like I said, it has a good reputation, even for being a",Male,1
2,0,"Prompt: What’s your favorite thing about your hometown? urs, I would love to see them develop their, their baseball knowledge and their soccer knowledge and all that kind of stuff. Especially with the kids playing and stuff like that, because you can't",Male,1
1,1,"Prompt: What’s your favorite thing about your hometown? ive been to New York City twice in my life. once in the service and once at work with a fellow that worked at the airport. just getting there, and it wasn't all that challenging to fly to",Male,1
2,0,"Prompt: What’s your favorite thing about your hometown? eryn, , I'm from the south, in Tennessee, Texas, a little north of Houston and about fifteen minutes away from Dallas, Texas. I think I've probably been here quite a",Female,0
1,1,"Prompt: What’s your favorite thing about your hometown? iced coffee and ice cream and all that kind of stuff, I guess that's my favorite thing, too. Because, I'm from New Jersey originally, and I don't know what other place I have in the",Male,1
2,0,"Prompt: What’s your favorite thing about your hometown? eryn, I don't know, I'm in Chicago, right now. I'm in Chicago, Illinois, right now. where there are so many people out here that live here in this area that",Female,0
1,1,"Prompt: Do you enjoy cooking or baking? What’s your specialty? ive done a lot of crocheting, too, because I like to, crocheting and meringi stuff, too, which I just like to do, too, especially if it's",Female,0
2,0,"Prompt: Do you enjoy cooking or baking? What’s your specialty? eryth and indigo and, a little bit of turpentine and some, a little bit of lemon and a little bit of barbecue seasoning and stuff like that? are all different types of",Male,1
1,1,"Prompt: Do you enjoy cooking or baking? What’s your specialty? iced tea, of course, is a very delicious dish, I guess, but, I'm not really a big D A fan either, because, I don't really like the taste of it",Female,0
2,0,"Prompt: Do you enjoy cooking or baking? What’s your specialty? erythm, or, copperheads? My personal favorite? I don't know what you'd call them, but, just copperheads, copperheads or, whiteheads",Male,1
1,1,"Prompt: Do you enjoy cooking or baking? What’s your specialty? ive been doing it for a little while now, but, still, mostly just for fun and to have a good time, just to have some time to do it and to enjoy it and to get",Male,1
2,0,"Prompt: Do you enjoy cooking or baking? What’s your specialty? ive a lot of cooking and baking and, just mostly just making little things for food and little things that we make for, different things that we don't really make in our home kitchen for supper or",Male,1
1,1,"Prompt: Do you enjoy cooking or baking? What’s your specialty? ive, oven baked potatoes, carrots and green peppers and, cucumbers and green beans and onions and, and, maybe, crackers and crackers and, candy and crackers and all that kind",Male,1
2,0,"Prompt: Do you enjoy cooking or baking? What’s your specialty? eryth, I don't really like to cook, because I know it's the hardest part, when you have to cook your own dinner because it's hard to keep your fingers in it",Male,1
1,1,"Prompt: Do you enjoy cooking or baking? What’s your specialty? ive been baking for a long time now, too, because, the only reason I, have made any changes at all is because I feel like I'm doing good in making, but not making as",Male,1
2,0,"Prompt: Do you enjoy cooking or baking? What’s your specialty? eryth, th, and, chicken and, potato salad with, garlic bread and, a hot sauce that you brownies and stuff? and, a hot sauce that you brownies and stuff?",Male,1
1,1,"Prompt: What’s a fun fact about yourself? ive never done a whole lot of traveling around the country except when I was in the army, and I was traveling around the country and stuff like that. I never really, visited the places I wanted to see because they",Male,1
2,0,Prompt: What’s a fun fact about yourself? ive been real creative with my flowers lately because I have decided that I just don't want to put them up until next year or next year because I don't want them sitting in my garden all year long. Because I,Male,1
1,1,"Prompt: What’s a fun fact about yourself? ive never been to a concert since, I've been to a lot of shows live in Dallas, Texas, live, I guess on Saturday nights, and Sunday nights, and usually the Cowboys. I've been to",Male,1
2,0,"Prompt: What’s a fun fact about yourself? ive had a lot of fun with that one because, one of the things I really liked about that one was the characters. Especially in the big ones. They were great and the action was fantastic, and just the characters",Male,1
1,1,"Prompt: What’s a fun fact about yourself? ers, I really don't know what I would do without it, I guess, myself. I've, lived in, New York City almost the whole time, though I've never really been to a major league game",Male,1
2,0,"Prompt: What’s a fun fact about yourself? ersion, which is, which is basically a, which is a hard word for a potato, or a worm, to pronounce, as opposed to, a fish, which is, actually, a",Female,0
1,1,"Prompt: What’s a fun fact about yourself? ive been married for twenty five years and, my parents both retired at the same time, so that, when I was about five years old, my mother took us up to a motor home and drove us around a lot",Female,0
2,0,Prompt: What’s a fun fact about yourself? ive been doing a lot of gardening and landscaping work in the last few years. Have you? Or just been a planner or something? I think that the Plano area is so much more beautiful than Plano itself,Female,0
1,1,"Prompt: What’s a fun fact about yourself? ive done a little bit of traveling myself now than I did before, but not until recently, when I was about thirty four, I guess. Because, traveling with my Dad in the seventies, I had to do",Male,1
2,0,"Prompt: What’s a fun fact about yourself? ive really enjoyed playing tennis, especially in the summer time because it's so nice down there, the humidity's so nice and the wind is so blowing, and the water's so cool. And, the water aerob",Male,1
1,1,"Prompt: If you could meet any historical figure, who would it be? ers, they really don't know that much about it anyway. Just like the Indians, they don't know much about it anyway, and they're so afraid of invasion that they just can't seem",Male,1
2,0,"Prompt: If you could meet any historical figure, who would it be? urns and stuff. a lot of books, and, I think, a lot of jewelry and stuff, because, I'm from the old country where there were no trees at all",Male,1
1,1,"Prompt: If you could meet any historical figure, who would it be? ers, they've come from, different parts of the country, and their families, they're very different from, our own culture as a whole, in terms of how they dress and their mannerisms",Male,1
2,0,"Prompt: If you could meet any historical figure, who would it be? urns and all that sort of thing. Uh huh. Uh huh. Uh huh. Uh huh. We didn't get to go there in",Male,1
1,1,"Prompt: If you could meet any historical figure, who would it be? ian, master's, I don't know what he was, but he was one of the generals in the Persian army, or what he was called in Turkey, he was a fellow from that period in",Male,1
2,0,"Prompt: If you could meet any historical figure, who would it be? ichor, a male or a female, I don't know, what they would be called in. The male would be, a figure of honor, or a king, or something like that",Male,1
1,1,"Prompt: If you could meet any historical figure, who would it be? ers, you would meet, not only would they be people from your class, but also from other classes that you were also in and, from, Uh huh. from other places around the",Male,1
2,0,"Prompt: If you could meet any historical figure, who would it be? ipsa flute, harpsichord, flute, flute and piano . . And classical guitar and piano . . . . .",Female,0
1,1,"Prompt: If you could meet any historical figure, who would it be? ers, of course, I'm not a country person by birth, but I'm an American by birth and everything that I can stand for in that respect. Because in America, we have the right",Male,1
2,0,"Prompt: If you could meet any historical figure, who would it be? ipscomb.",Male,1
1,1,"Prompt: What’s your favorite way to spend time with friends? ive done a lot of traveling around here, and I've seen a lot of different places to go, to visit family and stuff, to try and get away from the busyness of the city. I",Male,1
2,0,"Prompt: What’s your favorite way to spend time with friends? erythropoies and things like that, I've never really heard of anything like that. I really don't think we've talked much about gardening or anything like that, that's so far",Male,1
1,1,"Prompt: What’s your favorite way to spend time with friends? ive got a feeling that, there's a lot of it in the house that just really isn't there. Especially, with the, the, people that go to, the, Christian, Christian, Christian",Male,1
2,0,"Prompt: What’s your favorite way to spend time with friends? ive got one that I was thinking about for the last few days because it just really makes me feel good when I sit down and do it, it's just really neat and relaxing to do it, because",Male,1
1,1,"Prompt: What’s your favorite way to spend time with friends? ive been to a couple of them in California which are sort of nice places to go, I think, but really not, relaxing places to go because they're so far away, the family and stuff",Male,1
2,0,"Prompt: What’s your favorite way to spend time with friends? ery, I've been to San Francisco two times, too, where they have, a lot of bike paths and bike paths and things like that, and, are really nice, especially during rush",Female,0
1,1,"Prompt: What’s your favorite way to spend time with friends? ers, I guess, the, I guess, the two most popular things, is to go to movies with my kids and, enjoy the story line and not get too tired of the movie or too tired",Female,0
2,0,"Prompt: What’s your favorite way to spend time with friends? ive, gotten some friends, just, to try to work on it, because we've been wanting to do that for a while, but the end of the semester because I've had a lot of difficulty",Male,1
1,1,"Prompt: What’s your favorite way to spend time with friends? ers, I guess, just about anything I want to say, to be entertained because I know they have real good friends that are real good friends with me, that I've known for years and years that",Male,1
2,0,"Prompt: What’s your favorite way to spend time with friends? ive been doing that a lot lately, I'm just not real into it really because I don't like the idea of spending time with family, which is really, really sad for young children who are so",Male,1
1,1,"Prompt: Do you like to plan ahead or be spontaneous? ers, I'm kind of like you, because I have a son that's just right now college and has been a full professor there for six years now, but was a full professor for just a couple of years as",Male,1
2,0,"Prompt: Do you like to plan ahead or be spontaneous? urs, I think, are kind of flexible because they're, kind of flexible in the sense that, I do have a budget, and then I do a schedule also, which is kind of flexible in the sense that",Male,1
1,1,"Prompt: Do you like to plan ahead or be spontaneous? ers, I think it's a good idea to plan ahead and be kind of spontaneous, just like a normal, day care visit.",Male,1
2,0,"Prompt: Do you like to plan ahead or be spontaneous? ive been to New Orleans three times to make a trip around the country that I've never been to. It has been fun, too, I guess, to drive over there and see some of the sights that are out",Male,1
1,1,"Prompt: Do you like to plan ahead or be spontaneous? ers, I really don't plan ahead, I just plan ahead because I know what's best for me, my family and for my children, I guess. For my own personal purposes, I'm planning ahead and",Male,1
2,0,"Prompt: Do you like to plan ahead or be spontaneous? icky because that's what my dad's about, because I'm always hungry to get something out of the house and, kind of planning ahead and not planning ahead until they get home from work and say okay, you want",Male,1
1,1,"Prompt: Do you like to plan ahead or be spontaneous? ers, I like to plan ahead, because I feel like, what you get is important information that I don't get, because I'm going to spend that money, and I'm going to get it in the form",Male,1
2,0,"Prompt: Do you like to plan ahead or be spontaneous? icky ,. I like to be able to have a little bit of a variety of what I'm going to wear for work. And, a little bit of what the personalities of the people that I",Male,1
1,1,"Prompt: Do you like to plan ahead or be spontaneous? ers, I don't know if you ever, ever, do anything really planned or, do anything really structured in your life or your work life. I think if you were to, you probably would",Male,1
2,0,"Prompt: Do you like to plan ahead or be spontaneous? ery to plan ahead and be creative with your plans and be creative and be creative and be creative and, have creative time with your children and things like that, because, it's kind of, it's the time to",Female,0
1,1,"Prompt: What’s your favorite holiday or celebration? ive seen it a couple of times. Christmas Eve, and, the first two weeks of February, they're coming up here, and they're doing a little bit of a survey of the neighborhood, looking for holidaymakers",Male,1
2,0,Prompt: What’s your favorite holiday or celebration? ive been thinking about it for a long time and I just couldn't get over the fact that it is so popular in the United States that they do not want to go see it anymore because of the cost of living and,Male,1
1,1,"Prompt: What’s your favorite holiday or celebration? ive been out there a couple of times this year, have seen a bunch of different things put together. lots of different trees and stuff, various things put together. lots of different kinds of flowers put together, lots of",Male,1
2,0,"Prompt: What’s your favorite holiday or celebration? eryth, I don't know if you have seen those lately or not, I think, probably the most popular holiday or something like that, is the New Year's Eve, or something like that or the",Male,1
1,1,"Prompt: What’s your favorite holiday or celebration? iced tea this year was delicious too, but not what I'd typically make for Christmas because it's a traditional Chinese dish that's, traditional Chinese food. Because of that, it's not really Thanksgiving night, but rather",Female,0
2,0,"Prompt: What’s your favorite holiday or celebration? ery back, I'm sure. Because I think that's one of the best things I've ever done. To have something like that, and, be able to do it right in front of your child, and get",Female,0
1,1,"Prompt: What’s your favorite holiday or celebration? ive been pretty lucky in that regard in that regard, that I've been able to, go to a few of my favorite, Holiday Spa and Holiday Spa, as well as some of my favorite Holiday Spa sites, all",Male,1
2,0,"Prompt: What’s your favorite holiday or celebration? erythus and, mamma trees and all of that stuff. And, maybe some crocheted afghans and things like that. And stuff like that, I don't know, that I would have",Female,0
1,1,"Prompt: What’s your favorite holiday or celebration? ers, I don't know whether it's Thanksgiving or Christmas, Christmas Eve or what. Thanksgiving is kind of on the sweet and sour side. Christmas is kind of on the sweet and sour side of things",Male,1
2,0,"Prompt: What’s your favorite holiday or celebration? eryth, I'm not really into Christmas up there, though, is it, a sort of a reworking of Christmas? a reworking of, a reworking of, a reworking of, something",Male,1
1,1,"Prompt: What’s something you’re grateful for today? ive done a lot of research on this topic, on the subject, in my spare time I'm doing stuff on my own and so forth. research has been on the increase in the past few years",Male,1
2,0,"Prompt: What’s something you’re grateful for today? ers is what I'm thankful for today, is that I don't have a choice anymore because, I just can't anymore, I'm just not able to go on and do what I want to do",Male,1
1,1,"Prompt: What’s something you’re grateful for today? ers, you have to make sure that you're not too rusty or too loose, because, it's very easy to get rusty without all of the tools you have to use to make it smooth like a",Male,1
2,0,"Prompt: What’s something you’re grateful for today? ive just gotten back from a trip to Colorado where I went skiing yesterday afternoon and today and it was just about five miles to the east of me because, I've been skiing in Colorado for the last two",Male,1
1,1,"Prompt: What’s something you’re grateful for today? ive been so busy lately have been spending some time on the, ocean and trying to, take care of some of the ocean's, wh, off the coast of Maine and try to sort out what kind",Male,1
2,0,"Prompt: What’s something you’re grateful for today? ersion, is it? is it a root word for goodness of the people that built the country and made it aotile or aotile, or whatever? is it, what is",Female,0
1,1,"Prompt: What’s something you’re grateful for today? ive been, on, almost four years now, without any water pump in it at all, which is frustrating to me because I have to pump water down the drain all the time and have to pump water",Male,1
2,0,"Prompt: What’s something you’re grateful for today? ers, I don't know what it is they're getting for us today, because they're just going to have to do it in the winter when they get back to work and they've got to",Male,1
1,1,"Prompt: What’s something you’re grateful for today? urs, I don't know, it depends on who you talk to. Whether it's the guy that just introduced himself as the new, czar or whether it's the guy that just introduced himself as",Male,1
2,0,"Prompt: What’s something you’re grateful for today? ers are all the more reason that you would want to be closer to school because they are more likely to be interested in, what is going on and so forth and so forth and so forth, in the",Male,1
1,1,"Prompt: What’s one thing you’d love to learn more about? urs a lot of fun. Although, that's not what I would recommend to anybody unless they are really into something that, is really deep. Like I mentioned before, I think it's",Male,1
2,0,"Prompt: What’s one thing you’d love to learn more about? ive got a lot of the classics from that I read in the past, which I have to try to incorporate into my reading routine because, I just don't have time to read a whole",Male,1
1,1,"Prompt: What’s one thing you’d love to learn more about? ers, I think one of the most important things, I think, is to get out of the way and look at what's going on in the real world and what's going on in",Male,1
2,0,"Prompt: What’s one thing you’d love to learn more about? ive taught school all the way through high school, even though my husband was a piano teacher and I was both in college. Which was a real eye opener for me because I got a lot",Male,1
1,1,"Prompt: What’s one thing you’d love to learn more about? ive read all about it, of course, about half a dozen different things about it, to, to understand some of the technicalities involved and the legalities involved and all that",Male,1
2,0,"Prompt: What’s one thing you’d love to learn more about? erythropy? What are they like? And, what are they like in their homes? Are they a good dog?. Are they a good friend? Are they a good person?",Male,1
1,1,"Prompt: What’s one thing you’d love to learn more about? ive been in several cases where people that I've taught at a public school, I've been told that it's the best thing for them to learn, and that it's not really the",Male,1
2,0,"Prompt: What’s one thing you’d love to learn more about? erythma, I am very much interested in that because, what she has learned from her and how she has been handling her medical needs is pretty remarkable for her size and her size and",Female,0
1,1,"Prompt: What’s one thing you’d love to learn more about? ive been to Canada, to a few European countries and everything, and to Canada a lot of different things, I guess, for my own enjoyment . And, had a fair amount of",Male,1
2,0,"Prompt: What’s one thing you’d love to learn more about? ive been wanting to learn some Spanish and French and Italian and a little bit of both. And some L B J and some Word Perfect and Word Perfect for Perfect type of learning, some combination",Female,0
1,1,"Prompt: What’s your favorite way to unwind on the weekend? ers, I think we do enjoy camping a lot on the weekends. Just because we can't find time to do it because we are out on the road and tired of it and so on",Male,1
2,0,Prompt: What’s your favorite way to unwind on the weekend? ive heard that they're a lot more flexible in the summertime because you can just go and do whatever you want to do there during the week and still be able to be home by the time the,Male,1
1,1,"Prompt: What’s your favorite way to unwind on the weekend? ers, that's a good question, because I have, a friend that's a full time student right now and is going to be retiring in May of, I guess, about three months",Male,1
2,0,"Prompt: What’s your favorite way to unwind on the weekend? erythe, the, the I'm not sure how to explain it, but, I'm thinking it's the same way with everything in life except maybe going to school, or",Male,1
1,1,"Prompt: What’s your favorite way to unwind on the weekend? ive been doing it for about eight years now and have been enjoying it a lot more, actually. Because when it first started, I used to do it by myself, basically, because I wasn't",Male,1
2,0,"Prompt: What’s your favorite way to unwind on the weekend? ive got a few favorites I've always tried to make, I just like the ones that are around here. The ones that, I've never tried to make, have a little bit of a personality",Male,1
1,1,"Prompt: What’s your favorite way to unwind on the weekend? ive never had any, problems with getting back to the point that they are now, at least in my mind in terms of staying healthy, because I think that's something that I could do myself if",Male,1
2,0,"Prompt: What’s your favorite way to unwind on the weekend? erythea, , or, the, , or ? are the two main things I watch regularly? if not always as I have my children, sometimes just",Female,0
1,1,"Prompt: What’s your favorite way to unwind on the weekend? ive seen that on T V a couple of times now where the kids would come over from, to go to the movies and just go to the movie and get real snickering about it, and",Male,1
2,0,"Prompt: What’s your favorite way to unwind on the weekend? erythea, erythea, erythea, ery thea, ery thea, ery thea , ery thea, ery thea",Male,1
